state,species_code,n_local
Utah,hoomer,6236
Utah,plsvir,6129
Utah,yebcha,6114
Utah,verdin,6094
Utah,wlswar,5958
Utah,bushti,5937
Utah,bewwre,5906
Utah,tunswa,5896
Utah,btywar,5869
Utah,abetow,5753
Utah,whbnut,5746
Utah,amedip,5658
Utah,annhum,5648
Utah,easkin,5349
Utah,comloo,5291
Utah,brncre,5274
Utah,rufhum,5225
Utah,wooduc,5086
Utah,gamqua,5070
Utah,rebmer,4940
Utah,wilsni1,4902
Utah,rensap,4757
Utah,perfal,4751
Utah,merlin,4701
Utah,virwar,4693
Utah,wesfly,4691
Utah,sagthr,4661
Utah,hergul,4600
Utah,comnig,4370
Utah,prafal,4341
Utah,lobdow,4314
Utah,grycat,4279
Utah,foxspa,4186
Utah,lucwar,4177
Utah,sora,4155
Utah,buwtea,4041
Utah,ferhaw,3669
Utah,gryfly,3489
Utah,labwoo,3407
Utah,chukar,3392
Utah,leasan,3378
Utah,renpha,3372
Utah,burowl,3308
Utah,redcro,3235
Utah,lesyel,3196
Utah,blugrb1,3117
Utah,margod,2752
Utah,wilfly,2725
Utah,swathr,2718
Utah,bargol,2700
Utah,mutswa,2683
Utah,wessan,2637
Utah,whwdov,2616
Utah,bongul,2606
Utah,amtspa,2395
Utah,compoo,2358
Utah,greroa,2348
Utah,snogoo,2345
Utah,olsfly,2309
Utah,wesowl1,2308
Utah,pygnut,2303
Utah,phaino,2271
Utah,gockin,2051
Utah,norshr4,2012
Utah,brnowl,1992
Utah,gcrfin,1976
Utah,categr1,1955
Utah,hamfly,1893
Utah,sumtan,1865
Utah,calcon,1836
Utah,lbbgul,1833
Utah,gryvir,1801
Utah,cacgoo1,1790
Utah,lewwoo,1728
Utah,horgre,1543
Utah,grawar,1479
Utah,flaowl,1408
Utah,verfly,1406
Utah,sagspa1,1398
Utah,naswar,1384
Utah,pingro,1365
Utah,bkbplo,1327
Utah,baisan,1327
Utah,calhum,1296
Utah,gresca,1282
Utah,y00478,1273
Utah,towwar,1222
Utah,solsan,1220
Utah,dusgro,1211
Utah,bkrfin,1210
Utah,crithr,1159
Utah,whtspa,1132
Utah,attwoo1,1063
Utah,truswa,1062
Utah,casvir,1061
Utah,rufgro,1059
Utah,norgos1,1033
Utah,nopowl,994
Utah,belvir,962
Utah,wilsap,952
Utah,gragoo,946
Utah,harspa,942
Utah,hooori,925
Utah,semplo,855
Utah,cacwre,839
Utah,bohwax,828
Utah,gryjay,813
Utah,amebit,809
Utah,coshum,786
Utah,batpig1,782
Utah,sander,772
Utah,saggro,770
Utah,boboli,728
Utah,pecsan,698
Utah,sheowl,674
Utah,bkcspa,671
Utah,nswowl,671
Utah,musduc,630
Utah,rosgoo,610
Utah,whwsco2,577
Utah,pacwre1,577
Utah,gwfgoo,562
Utah,lotduc,542
Utah,norwat,526
Utah,scoori,513
Utah,sursco,511
Utah,bncfly,487
Utah,graspa,468
Utah,purmar,453
Utah,grnher,449
Utah,stisan,442
Utah,caskin,438
Utah,blkter,436
Utah,grypar,428
Utah,swagoo1,415
Utah,laplon,373
Utah,comgra,371
Utah,pacloo,361
Utah,semsan,348
Utah,glagul,347
Utah,comblh1,341
Utah,sabgul,335
Utah,blkswi,326
Utah,acowoo,306
Utah,blujay,304
Utah,indbun,294
Utah,eurwig,291
Utah,whwcro,280
Utah,bktgna,270
Utah,comred,270
Utah,whimbr,269
Utah,comter,266
Utah,snobun,255
Utah,shtgro,253
Utah,rengre,253
Utah,lesnig,235
Utah,dunlin,234
Utah,gocspa,231
Utah,blksco2,228
Utah,mewgul2,228
Utah,rucspa,227
Utah,swaspa,222
Utah,amgplo,204
Utah,redkno,200
Utah,larbun,200
Utah,mexduc,183
Utah,robgro,180
Utah,amered,174
Utah,parjae,164
Utah,heptan,152
Utah,clcspa,149
Utah,yebloo,148
Utah,rusbla,141
Utah,varthr,141
Utah,glwgul,129
Utah,borowl,113
Utah,reevir1,110
Utah,brwhaw,108
Utah,pomjae,108
Utah,leafly,107
Utah,ruff,107
Utah,compea,107
Utah,incdov,105
Utah,rudtur,102
Utah,gloibi,101
Utah,brnpel,98
Utah,wantat1,93
Utah,chswar,92
Utah,mcclon,92
Utah,easpho,90
Utah,manduc,86
Utah,winwre3,85
Utah,yebsap,81
Utah,thbkin,81
Utah,retloo,80
Utah,triher,78
Utah,redpha1,77
Utah,reshaw,75
Utah,palwar,75
Utah,hoowar,67
Utah,bkpwar,62
Utah,whrsan,61
Utah,norpar,60
Utah,btbwar,58
Utah,prowar,55
Utah,purfin,53
Utah,cubthr,49
Utah,zothaw,47
Utah,bawwar,47
Utah,chclon,46
Utah,babwar,46
Utah,hudgod,45
Utah,shbdow,42
Utah,lotjae,40
Utah,rehwoo,39
Utah,rebsap,39
Utah,brnthr,39
Utah,vauswi,38
Utah,shtsan,37
Utah,aldfly,35
Utah,gowwar,32
Utah,casspa,32
Utah,grcfly,30
Utah,egygoo,30
Utah,tenwar,30
Utah,sctfly,28
Utah,paired,27
Utah,bcrfin,26
Utah,brant,25
Utah,easblu,24
Utah,herwar,24
Utah,whtkit,23
Utah,veery,23
Utah,ovenbi1,22
Utah,budger,19
Utah,norbob,19
Utah,whtpta1,18
Utah,wesgul,18
Utah,helgui,17
Utah,trokin,16
Utah,magwar,16
Utah,gbbgul,15
Utah,rudshe,14
Utah,rthhum,12
Utah,redjun,12
Utah,commoo3,10
Utah,litgul,10
Utah,afcdov1,9
Utah,harduc,9
Utah,yebcuc,8
Utah,paibun,8
Utah,ducfly,7
Utah,conwar,7
Utah,fuwduc,7
Utah,uplsan,6
Utah,pagplo,5
Utah,eurgol,5
Utah,leater1,5
Utah,bubsan,5
Utah,redegr,4
Utah,libher,4
Utah,laugul,4
Utah,bkbwar,4
Utah,buwwar,4
Utah,yetwar,4
Utah,balori,3
Utah,yetvir,3
Utah,woothr,3
Utah,spoowl,3
Utah,rintea1,3
Utah,whiibi,3
Utah,orcori,3
Utah,japqua,2
Utah,buhvir,2
Utah,cogdov,2
Utah,loeowl,2
Utah,scaqua,2
Utah,brbhum,2
Utah,btnwar,2
Utah,gryhaw3,1
Utah,miskit,1
Utah,brocow,1
Utah,phivir,1
Utah,whevir,1
Utah,scatan,1
Utah,woewar1,1
Utah,zebfin2,1
Utah,chiswi,1
Utah,arcter,1
Utah,benthr,1
Utah,maupar1,1
Texas,norcar,1035283
Texas,normoc,852315
Texas,moudov,667287
Texas,turvul,644269
Texas,whwdov,636855
Texas,grtgra,610610
Texas,carwre,551311
Texas,carchi,535642
Texas,blujay,527995
Texas,greegr,462497
Texas,blkvul,440983
Texas,rewbla,431562
Texas,grbher3,423029
Texas,houspa,409450
Texas,amecro,376639
Texas,eursta,368998
Texas,houfin,352148
Texas,yerwar,347368
Texas,easpho,338489
Texas,rebwoo,321678
Texas,barswa,314325
Texas,blctit4,300255
Texas,killde,298344
Texas,snoegr,285223
Texas,whevir,262003
Texas,rethaw,256307
Texas,dowwoo,246153
Texas,buggna,245600
Texas,amerob,241398
Texas,gofwoo,231190
Texas,laugul,229269
Texas,y00475,228880
Texas,orcwar,220472
Texas,reshaw,219360
Texas,bbwduc,217140
Texas,labwoo,215159
Texas,rocpig,211227
Texas,sctfly,210103
Texas,amekes,210097
Texas,bnhcow,207750
Texas,pibgre,203890
Texas,y00678,200838
Texas,easblu,200838
Texas,whiibi,194615
Texas,bewwre,194026
Texas,tuftit,193263
Texas,buwtea,183039
Texas,eucdov,181156
Texas,lesgol,174342
Texas,logshr,169069
Texas,purmar,160594
Texas,rthhum,159636
Texas,savspa,159173
Texas,linspa,155406
Texas,norsho,155059
Texas,cedwax,152040
Texas,chispa,151970
Texas,mallar3,150991
Texas,osprey,147457
Texas,grekis,145202
Texas,brnpel,141107
Texas,amegfi,139377
Texas,paibun,137465
Texas,bkchum,136177
Texas,categr1,134979
Texas,sumtan,134637
Texas,libher,134104
Texas,ribgul,133451
Texas,norhar1,131559
Texas,belkin1,131067
Texas,bknsti,130561
Texas,triher,128071
Texas,whtspa,126829
Texas,comyel,126771
Texas,chiswi,124671
Texas,amwpel,121599
Texas,gadwal,121442
Texas,leasan,120090
Texas,greyel,119554
Texas,grnjay,117861
Texas,houwre,116252
Texas,grnher,114324
Texas,whcspa,114127
Texas,easmea,112700
Texas,incdov,112123
Texas,coohaw,110397
Texas,rosspo1,106143
Texas,willet1,105869
Texas,comgra,103934
Texas,motduc,102191
Texas,indbun,101055
Texas,forter,98043
Texas,sposan,97745
Texas,ycnher,97567
Texas,gnwtea,97445
Texas,larspa,94971
Texas,commoo3,94515
Texas,grycat,94347
Texas,cliswa,89953
Texas,weskin,87787
Texas,bawwar,86797
Texas,lobthr,86118
Texas,coukin,79139
Texas,norfli,78476
Texas,yebcuc,78060
Texas,royter1,76998
Texas,pinwar,76966
Texas,daejun,76312
Texas,sonspa,75508
Texas,grcfly,74725
Texas,lessca,74697
Texas,yelwar,74258
Texas,miskit,73543
Texas,lesyel,72735
Texas,verfly,70176
Texas,amewig,70143
Texas,cubthr,69437
Texas,orcori,69381
Texas,naswar,68251
Texas,anhing,66325
Texas,whfibi,65281
Texas,reevir1,65159
Texas,rinduc,65101
Texas,pinsis,64265
Texas,bcnher,63919
Texas,rudduc,63570
Texas,dickci,62016
Texas,amepip,60704
Texas,blugrb1,60459
Texas,treswa,60207
Texas,norpin,60066
Texas,comrav,60032
Texas,pilwoo,58935
Texas,olispa,58274
Texas,cangoo,58036
Texas,fiespa,57671
Texas,placha,57295
Texas,ameavo,57292
Texas,easkin,57292
Texas,balori,57232
Texas,whtdov,56702
Texas,hrshaw,54730
Texas,wlswar,54497
Texas,sander,54157
Texas,lobdow,53928
Texas,eawpew,53759
Texas,greroa,52786
Texas,redegr,52513
Texas,herthr,52404
Texas,yebsap,52243
Texas,caster1,51801
Texas,spotow,51420
Texas,rudtur,51393
Texas,brnthr,51013
Texas,comnig,50484
Texas,swahaw,50411
Texas,nrwswa,49654
Texas,norpar,49554
Texas,marwre,49320
Texas,wooduc,49094
Texas,swaspa,48220
Texas,verdin,48185
Texas,bkbplo,48150
Texas,vesspa,46655
Texas,pyrrhu,45847
Texas,buhvir,45800
Texas,leagre,45401
Texas,altori,44805
Texas,bubhum,44070
Texas,redhea,43701
Texas,wilsni1,43514
Texas,hergul,43064
Texas,grhowl,43001
Texas,buffle,42676
Texas,hoowar,42579
Texas,brocow,41875
Texas,astfly,41409
Texas,wesmea,41254
Texas,btnwar,40702
Texas,wooscj2,40480
Texas,lobcur,40424
Texas,musduc,40373
Texas,yebcha,40322
Texas,cavswa,39590
Texas,tenwar,39536
Texas,swathr,39214
Texas,sora,38761
Texas,robgro,38241
Texas,amered,37420
Texas,wiltur,36798
Texas,baleag,36326
Texas,blkski,34878
Texas,clcrob,34781
Texas,bktspa,34069
Texas,botgra,33831
Texas,gockin,33380
Texas,norbob,32725
Texas,shshaw,32633
Texas,dunlin,32579
Texas,cogdov,32570
Texas,belvir,32473
Texas,trokin,31965
Texas,brdowl,31942
Texas,whtkit,31696
Texas,clcspa,31172
Texas,fragul,30880
Texas,stisan,30786
Texas,semplo,30681
Texas,leater1,30642
Texas,yetvir,30467
Texas,wessan,30363
Texas,hooori,28989
Texas,leafly,28738
Texas,rucspa,28610
Texas,canwre,28089
Texas,yetwar,28089
Texas,solsan,27442
Texas,brwhaw,27187
Texas,saypho,27132
Texas,magwar,27120
Texas,santer1,27106
Texas,egygoo,26855
Texas,cantow,26847
Texas,bncfly,26636
Texas,cacwre,26533
Texas,norwat,26323
Texas,sedwre,25979
Texas,pecsan,25951
Texas,rufhum,25641
Texas,brebla,25255
Texas,easowl1,25052
Texas,harspa,24882
Texas,whbnut,24018
Texas,blkpho,23580
Texas,grnkin,23270
Texas,margod,23171
Texas,scatan,22823
Texas,woothr,22771
Texas,gryhaw3,22441
Texas,merlin,22248
Texas,clarai11,22003
Texas,snogoo,21863
Texas,cintea,21490
Texas,shbdow,21098
Texas,chswar,20716
Texas,gubter2,20547
Texas,semsan,20146
Texas,monpar,19958
Texas,rehwoo,19705
Texas,perfal,19677
Texas,bulori,19667
Texas,prowar,19056
Texas,fuwduc,18857
Texas,canvas,18791
Texas,uplsan,18769
Texas,hoomer,18631
Texas,ameoys,18272
Texas,compau,18219
Texas,chirav,18173
Texas,ovenbi1,17901
Texas,rinkin1,17833
Texas,wilpha,17769
Texas,blkter,17616
Texas,warvir,17020
Texas,horlar,16671
Texas,pipplo,16244
Texas,rebmer,16125
Texas,yehbla,15945
Texas,casspa,15122
Texas,graspa,15010
Texas,acowoo,14938
Texas,gchwar,14832
Texas,acafly,14775
Texas,banswa,14546
Texas,eargre,14528
Texas,purgal2,14197
Texas,bkbwar,14092
Texas,kenwar,13983
Texas,scoori,13760
Texas,comloo,13655
Texas,rocwre,13535
Texas,audori,13483
Texas,woewar1,13426
Texas,bongul,13258
Texas,scaqua,13153
Texas,whimbr,13047
Texas,baisan,12995
Texas,chwwid,12988
Texas,mexduc,12797
Texas,buwwar,12219
Texas,leabit,12124
Texas,babwar,12108
Texas,rebnut,11331
Texas,grbani,11292
Texas,bnhnut,11191
Texas,louwat,11128
Texas,foxspa,11114
Texas,larbun,11043
Texas,amgplo,11034
Texas,bkhgro,10764
Texas,nutman,10653
Texas,brncre,10409
Texas,bkcvir1,10340
Texas,comter,10252
Texas,gwfgoo,10233
Texas,recpar,10079
Texas,veery,9777
Texas,hutvir,9692
Texas,westan,9610
Texas,winwre3,9600
Texas,gycthr,9505
Texas,caskin,9404
Texas,lbbgul,9178
Texas,burowl,9143
Texas,lesnig,9072
Texas,whocra,9041
Texas,zothaw,8923
Texas,phivir,8898
Texas,olsfly,8843
Texas,wewpew,8809
Texas,brthum,8784
Texas,magfri,8595
Texas,fiscro,8312
Texas,purfin,8280
Texas,woosto,8182
Texas,canwar,8178
Texas,bushti,7762
Texas,gnttow,7590
Texas,cacgoo1,7555
Texas,whrsan,7414
Texas,amebit,7294
Texas,aplfal,7146
Texas,rosgoo,6948
Texas,eastow,6902
Texas,virrai,6633
Texas,mouwar,6496
Texas,gowwar,6302
Texas,bktgna,6243
Texas,bkpwar,6235
Texas,yebfly,6228
Texas,seaspa,6190
Texas,brespa,6002
Texas,ferhaw,5982
Texas,comgol,5962
Texas,palwar,5881
Texas,bubsan,5751
Texas,limpki,5739
Texas,revbul,5683
Texas,brnowl,5632
Texas,cerwar,5518
Texas,swtkit,5514
Texas,mexjay4,5409
Texas,phaino,5343
Texas,gamqua,5188
Texas,lecspa,5033
Texas,swawar,5011
Texas,gresca,4874
Texas,wesblu,4824
Texas,sprpip,4754
Texas,kinrai4,4700
Texas,moublu,4533
Texas,tropar,4469
Texas,towsol,4144
Texas,whtswi,4137
Texas,wilfly,4103
Texas,nobtyr,4026
Texas,annhum,3953
Texas,camwar,3908
Texas,gloibi,3778
Texas,btywar,3767
Texas,lilmea2,3751
Texas,compoo,3638
Texas,redkno,3307
Texas,towwar,3303
Texas,mutswa,3271
Texas,brnboo,3228
Texas,hudgod,3205
Texas,plsvir,3145
Texas,elfowl,3109
Texas,horgre,3107
Texas,aldfly,3098
Texas,crithr,3073
Texas,varbun,3017
Texas,swagoo1,3002
Texas,heptan,2952
Texas,calhum,2932
Texas,lazbun,2887
Texas,whcsee1,2844
Texas,macwar,2803
Texas,luchum,2702
Texas,wesgre,2697
Texas,sagthr,2657
Texas,prafal,2636
Texas,relpar,2582
Texas,amewoo,2535
Texas,nstspa,2482
Texas,gragoo,2477
Texas,rusbla,2444
Texas,rensap,2411
Texas,bkbcuc,2339
Texas,bkcspa,2313
Texas,sheowl,2299
Texas,rebpig1,2232
Texas,gcrwar,2225
Texas,whfpar1,2195
Texas,gryfly,2075
Texas,wesfly,1920
Texas,comblh1,1917
Texas,ducfly,1884
Texas,prawar,1875
Texas,clagre,1869
Texas,hobkit,1809
Texas,batfal1,1795
Texas,chclon,1788
Texas,commer,1695
Texas,socfly1,1694
Texas,rotbec,1645
Texas,btbwar,1621
Texas,wesowl1,1549
Texas,goleag,1446
Texas,fotfly,1443
Texas,boboli,1395
Texas,sursco,1375
Texas,compea,1368
Texas,vigswa,1365
Texas,casfin,1347
Texas,fepowl,1332
Texas,colwar,1258
Texas,allhum,1214
Texas,licpar,1205
Texas,blksco2,1156
Texas,dusfly,1143
Texas,rinphe1,1111
Texas,lotduc,1103
Texas,paired,1100
Texas,monqua,1096
Texas,laplon,1077
Texas,rolhaw,1056
Texas,cattyr,1052
Texas,grefla2,1042
Texas,maghum1,1015
Texas,virwar,1006
Texas,botspa,1004
Texas,yehpar,998
Texas,norshr4,980
Texas,mcclon,949
Texas,roahaw,942
Texas,easwpw1,933
Texas,brbhum,925
Texas,juntit1,921
Texas,casvir,905
Texas,redcro,893
Texas,gryvir,880
Texas,sporai,844
Texas,mouchi,823
Texas,bacspa,816
Texas,grawar,788
Texas,renpha,783
Texas,brnjay,758
Texas,y00478,755
Texas,souwpw1,744
Texas,hamfly,743
Texas,eletro,743
Texas,yegvir,721
Texas,grcbec1,718
Texas,pomjae,697
Texas,lewwoo,680
Texas,lucwar,674
Texas,corshe,673
Texas,batpig1,663
Texas,blubun,662
Texas,audshe,645
Texas,norgan,618
Texas,litgul,576
Texas,masboo,565
Texas,helgui,558
Texas,rugdov,548
Texas,whiwag,546
Texas,whwsco2,503
Texas,herwar,502
Texas,sooter1,476
Texas,calgul,464
Texas,stejay,464
Texas,wilsap,463
Texas,pinjay,462
Texas,buthum,435
Texas,sagspa1,419
Texas,batgod,414
Texas,grepew,398
Texas,grpchi,378
Texas,henspa,365
Texas,glagul,358
Texas,budger,349
Texas,smbani,349
Texas,btther1,342
Texas,bklkit,332
Texas,sabgul,318
Texas,amtspa,317
Texas,mewgul2,313
Texas,flctan,310
Texas,relhon1,300
Texas,pacloo,282
Texas,harduc,268
Texas,eurwig,267
Texas,baispa,263
Texas,redjun,262
Texas,snakit,249
Texas,redpha1,243
Texas,retloo,240
Texas,varthr,226
Texas,tamcro,222
Texas,motowl,209
Texas,sltred,197
Texas,rubrob,188
Texas,manduc,185
Texas,parjae,183
Texas,yelgro,183
Texas,yelrai,172
Texas,briter1,163
Texas,gnbman,159
Texas,surfbi,142
Texas,tunswa,140
Texas,mancuc,139
Texas,norwhe,134
Texas,whehum,133
Texas,yefgul,132
Texas,gargan,130
Texas,coshum,129
Texas,pingro,123
Texas,yebloo,119
Texas,smilon,118
Texas,flaowl,116
Texas,brant,108
Texas,rengre,104
Texas,blkswa,102
Texas,pacwre1,100
Texas,bahgoo,98
Texas,pygnut,97
Texas,gbbgul,93
Texas,grnvie1,90
Texas,whwpar,89
Texas,orabis1,89
Texas,eleter1,87
Texas,chukar,81
Texas,afcdov1,80
Texas,ruff,79
Texas,grykin,76
Texas,subfly,75
Texas,pursan,74
Texas,pitwhy,67
Texas,rucwar,64
Texas,heegul,63
Texas,clanut,63
Texas,gocspa,63
Texas,stbori,62
Texas,shthaw,61
Texas,nutfly,56
Texas,bkwvir,56
Texas,rudshe,56
Texas,recpoc,53
Texas,wesgul,53
Texas,thbkin,52
Texas,ferduc,49
Texas,nswowl,48
Texas,kelgul,41
Texas,lotjae,41
Texas,orcwax,40
Texas,rintea1,37
Texas,yeejun,36
Texas,refwar,35
Texas,manshe,34
Texas,refboo,30
Texas,truswa,30
Texas,cockat,27
Texas,cursan,25
Texas,crcwar,21
Texas,peflov,20
Texas,norjac,18
Texas,glwgul,17
Texas,yefgra1,17
Texas,grefla3,14
Texas,eurgol,13
Texas,comcra,12
Texas,emu1,10
Texas,gycyel,9
Texas,comcan,9
Texas,tuffly,7
Texas,yebduc1,7
Texas,lawgol,7
Texas,brnnod,7
Texas,rorpar,6
Texas,whcpig2,5
Texas,blkrai,4
Texas,ywcpar,4
Texas,pirfly1,4
Texas,loeowl,4
Texas,vauswi,4
Texas,bkvori,4
Texas,comred,4
Texas,fatwar,4
Texas,gncpar,3
Texas,arcter,3
Texas,blknod,3
Texas,lepchi,2
Texas,crahaw,2
Texas,tripet1,2
Texas,bohwax,2
Texas,zebfin2,2
Texas,diadov1,2
Texas,soulap1,2
Texas,ventro1,2
Texas,snoowl1,2
Texas,chiwig1,2
Texas,rebtro,2
Texas,blkswi,1
Texas,hyamac1,1
Texas,fislov1,1
Texas,yecpar,1
Texas,yenpar1,1
Texas,litcor2,1
Texas,rerpar1,1
Texas,stseag,1
Texas,norgos1,1
Texas,slbgul,1
Texas,sibtan2,1
Texas,trimun,1
Texas,blumoc,1
Texas,grerhe1,1
Texas,creduc1,1
Texas,bargol,1
Texas,calqua,1
Texas,blktur,1
Texas,smbela1,1
Texas,scamac1,1
Texas,chfmac1,1
Texas,siltea1,1
Texas,amedip,1
Washington,amerob,605977
Washington,amecro,591573
Washington,sonspa,581598
Washington,daejun,514756
Washington,bkcchi,479899
Washington,spotow,436432
Washington,norfli,415831
Washington,mallar3,400346
Washington,houfin,364018
Washington,eursta,357480
Washington,annhum,355463
Washington,cangoo,301234
Washington,baleag,292557
Washington,rewbla,289412
Washington,stejay,274463
Washington,rebnut,267486
Washington,grbher3,266343
Washington,chbchi,261236
Washington,whcspa,249360
Washington,amegfi,244174
Washington,bewwre,238191
Washington,comrav,237286
Washington,glwgul,214049
Washington,rethaw,212732
Washington,buffle,193630
Washington,houspa,170632
Washington,vigswa,157649
Washington,pinsis,157074
Washington,barswa,156864
Washington,killde,155498
Washington,amewig,152279
Washington,gockin,150053
Washington,belkin1,149370
Washington,dowwoo,148256
Washington,gocspa,147065
Washington,yerwar,145984
Washington,moudov,138123
Washington,rocpig,137332
Washington,cedwax,135141
Washington,eucdov,134986
Washington,pacwre1,118164
Washington,gadwal,117871
Washington,bushti,117693
Washington,y00475,116368
Washington,brncre,115569
Washington,gnwtea,110269
Washington,pibgre,107642
Washington,purfin,107450
Washington,treswa,101652
Washington,commer,97486
Washington,bnhcow,95881
Washington,comgol,95291
Washington,osprey,94929
Washington,bkhgro,93899
Washington,savspa,93037
Washington,rinduc,90188
Washington,ribgul,88354
Washington,hoomer,87487
Washington,calgul,85977
Washington,rufhum,85798
Washington,sursco,85141
Washington,comyel,84520
Washington,varthr,83554
Washington,marwre,82952
Washington,swathr,81958
Washington,norsho,81719
Washington,mewgul2,79653
Washington,horgre,78630
Washington,turvul,77633
Washington,amekes,77550
Washington,norhar1,77047
Washington,cowscj1,76953
Washington,foxspa,76353
Washington,norpin,74668
Washington,wooduc,73683
Washington,piggui,72314
Washington,calqua,71540
Washington,orcwar,70838
Washington,yelwar,70595
Washington,coohaw,69305
Washington,brebla,68879
Washington,caster1,68748
Washington,wewpew,66930
Washington,wesfly,66406
Washington,bkbmag1,66221
Washington,westan,66068
Washington,comloo,65468
Washington,pilwoo,64959
Washington,wlswar,64837
Washington,batpig1,56600
Washington,rebmer,55447
Washington,warvir,54987
Washington,cacgoo1,54035
Washington,wesmea,50775
Washington,rebsap,50130
Washington,greyel,47171
Washington,cliswa,45991
Washington,rhiauk,43659
Washington,lessca,42825
Washington,rengre,42517
Washington,wilfly,41930
Washington,nrwswa,38170
Washington,towwar,37676
Washington,truswa,37640
Washington,wesgre,37454
Washington,redcro,37258
Washington,leasan,36744
Washington,houwre,36059
Washington,chispa,35093
Washington,sposan,33270
Washington,harduc,31791
Washington,purmar,31469
Washington,wessan,31408
Washington,bracor,30616
Washington,gresca,30170
Washington,virrai,30018
Washington,dunlin,29886
Washington,vauswi,29821
Washington,bargol,29204
Washington,hutvir,29078
Washington,btywar,28945
Washington,snogoo,28686
Washington,mouchi,28625
Washington,wilsni1,28340
Washington,rudduc,28127
Washington,commur,28116
Washington,lesgol,28021
Washington,greegr,26549
Washington,bulori,26396
Washington,grhowl,26380
Washington,herthr,25893
Washington,perfal,24610
Washington,linspa,24581
Washington,rinphe1,24548
Washington,heegul,24353
Washington,whwsco2,23842
Washington,merlin,23808
Washington,cintea,23761
Washington,lazbun,23135
Washington,shshaw,22987
Washington,amwpel,22864
Washington,olsfly,22772
Washington,wesgul,22054
Washington,pacloo,21784
Washington,bkbplo,20538
Washington,amepip,20515
Washington,whbnut,19797
Washington,saypho,19772
Washington,brdowl,19651
Washington,weskin,19151
Washington,brant,19133
Washington,bongul,18846
Washington,yehbla,18775
Washington,macwar,18407
Washington,wesblu,18341
Washington,horlar,18033
Washington,pygnut,17979
Washington,blktur,17636
Washington,casfin,17426
Washington,easkin,17128
Washington,hamfly,16865
Washington,blkoys,16530
Washington,retloo,16516
Washington,wiltur,16450
Washington,eurwig,16192
Washington,lobdow,15942
Washington,brnpel,15808
Washington,marmur,15286
Washington,hergul,15096
Washington,rolhaw,14293
Washington,gwfgoo,14017
Washington,tunswa,14016
Washington,banswa,13882
Washington,amedip,13824
Washington,sander,13776
Washington,naswar,13688
Washington,redhea,13428
Washington,canvas,13391
Washington,casvir,13181
Washington,gryjay,13134
Washington,semplo,12707
Washington,towsol,11656
Washington,whtspa,11207
Washington,grycat,11168
Washington,moublu,10792
Washington,norshr4,10567
Washington,buwtea,10209
Washington,calhum,10147
Washington,comnig,9997
Washington,yebcha,9630
Washington,blkpho,9328
Washington,vesspa,9215
Washington,bkchum,9154
Washington,sora,9000
Washington,grnher,8583
Washington,lesyel,8524
Washington,dusfly,8280
Washington,renpha,8244
Washington,lotduc,8209
Washington,amebit,7751
Washington,whimbr,7436
Washington,bknsti,7327
Washington,shbdow,7297
Washington,swahaw,7252
Washington,margod,7214
Washington,clanut,7116
Washington,soogro1,7041
Washington,lewwoo,6911
Washington,y00478,6469
Washington,eargre,6327
Washington,goleag,6139
Washington,rocwre,6124
Washington,brnowl,6014
Washington,rufgro,5963
Washington,sheowl,5943
Washington,reevir1,5594
Washington,rensap,5427
Washington,blksco2,5394
Washington,canwre,5367
Washington,larspa,5157
Washington,norful,4893
Washington,casauk,4711
Washington,pecsan,4709
Washington,bkfalb,4605
Washington,brespa,4448
Washington,parjae,4351
Washington,chukar,4350
Washington,veery,4261
Washington,nopowl,4250
Washington,surfbi,4220
Washington,baisan,4052
Washington,sabgul,3692
Washington,ameavo,3655
Washington,ancmur,3531
Washington,reshaw,3447
Washington,whtswi,3408
Washington,prafal,3291
Washington,wilpha,3195
Washington,willet1,3176
Washington,bcnher,3144
Washington,semsan,3092
Washington,gryfly,3056
Washington,tufpuf,2856
Washington,sagthr,2809
Washington,blkswi,2762
Washington,nswowl,2728
Washington,rudtur,2659
Washington,solsan,2639
Washington,pomjae,2359
Washington,redpha1,2252
Washington,snobun,2197
Washington,grypar,2185
Washington,wilsap,2094
Washington,wantat1,2031
Washington,redkno,2007
Washington,logshr,1982
Washington,sopsku1,1967
Washington,lobcur,1946
Washington,herwar,1880
Washington,wesowl1,1824
Washington,comter,1781
Washington,forter,1778
Washington,acowoo,1772
Washington,amtspa,1748
Washington,gcrfin,1741
Washington,graspa,1677
Washington,amered,1670
Washington,pingro,1658
Washington,clagre,1640
Washington,bklkit,1603
Washington,comred,1570
Washington,sagspa1,1560
Washington,astfly,1498
Washington,laplon,1485
Washington,snoowl1,1439
Washington,bohwax,1329
Washington,fragul,1282
Washington,musduc,1232
Washington,dusgro,1227
Washington,norgos1,1215
Washington,compoo,1127
Washington,blkter,1101
Washington,arcter,1096
Washington,norwat,1096
Washington,bkbwoo,1060
Washington,lotjae,1059
Washington,swaspa,1034
Washington,batgod,1027
Washington,harspa,1018
Washington,blujay,1008
Washington,leafly,968
Washington,tribla,932
Washington,burowl,886
Washington,attwoo1,886
Washington,ferhaw,866
Washington,stisan,853
Washington,whfibi,829
Washington,pagplo,795
Washington,whwcro,776
Washington,mouqua,762
Washington,whoswa,746
Washington,comcra,741
Washington,amgplo,703
Washington,rocsan,698
Washington,glagul,649
Washington,lbbgul,643
Washington,trokin,632
Washington,boboli,628
Washington,sibacc,595
Washington,yebloo,584
